24_LC1015;ManualOutput;;5;0;0;100;0;;;
24_LC1016;Measurement;;5;0;0;100;0;;;
24_LC1016;ControllerOutput;;5;0;0;100;0;;;
24_LC1016;SetpointUsed;;5;0;0;100;0;;;
24_LC1016;Mode;;5;0;0;100;0;;;
24_LC1016;SetpointSelection;;5;0;0;100;0;;;
24_LC1016;ManualOutput;;5;0;0;100;0;;;
24_LC1028;Measurement;;5;0;0;100;0;;;
24_LC1028;ControllerOutput;;5;0;0;100;0;;;
24_LC1028;SetpointUsed;;5;0;0;100;0;;;
24_LC1028;Mode;;5;0;0;100;0;;;
24_LC1028;SetpointSelection;;5;0;0;100;0;;;
24_LC1028;ManualOutput;;5;0;0;100;0;;;
24_PC1013;Measurement;;5;0;0;100;0;;;
24_PC1013;ControllerOutput;;5;0;0;100;0;;;
24_PC1013;SetpointUsed;;5;0;0;100;0;;;
24_PC1013;Mode;;5;0;0;100;0;;;
24_PC1013;SetpointSelection;;5;0;0;100;0;;;
24_PC1013;ManualOutput;;5;0;0;100;0;;;
24_PC1024;Measurement;;5;0;0;100;0;;;
24_PC1024;ControllerOutput;;5;0;0;100;0;;;
24_PC1024;SetpointUsed;;5;0;0;100;0;;;
24_PC1024;Mode;;5;0;0;100;0;;;
24_PC1024;SetpointSelection;;5;0;0;100;0;;;
24_PC1024;ManualOutput;;5;0;0;100;0;;;
24_PDC1025;Measurement;;5;0;0;100;0;;;
24_PDC1025;ControllerOutput;;5;0;0;100;0;;;
24_PDC1025;SetpointUsed;;5;0;0;100;0;;;
24_PDC1025;Mode;;5;0;0;100;0;;;
24_PDC1025;SetpointSelection;;5;0;0;100;0;;;
24_PDC1025;ManualOutput;;5;0;0;100;0;;;
24_TC1015;Measurement;;5;0;0;100;0;;;
24_TC1015;ControllerOutput;;5;0;0;100;0;;;
24_TC1015;SetpointUsed;;5;0;0;100;0;;;
24_TC1015;Mode;;5;0;0;100;0;;;
24_TC1015;SetpointSelection;;5;0;0;100;0;;;
24_TC1015;ManualOutput;;5;0;0;100;0;;;
24_TC1088;Measurement;;5;0;0;100;0;;;
24_TC1088;ControllerOutput;;5;0;0;100;0;;;
24_TC1088;SetpointUsed;;5;0;0;100;0;;;
24_TC1088;Mode;;5;0;0;100;0;;;
24_TC1088;SetpointSelection;;5;0;0;100;0;;;
24_TC1088;ManualOutput;;5;0;0;100;0;;;
42_PC0462;Measurement;;5;0;0;100;0;;;
42_PC0462;ControllerOutput;;5;0;0;100;0;;;
42_PC0462;SetpointUsed;;5;0;0;100;0;;;
42_PC0462;Mode;;5;0;0;100;0;;;
42_PC0462;SetpointSelection;;5;0;0;100;0;;;
42_PC0462;ManualOutput;;5;0;0;100;0;;;
